application,mof_id,precursor,true_label,predicted_label,probability,error_type,likely_cause,deployment_model
co2_capture,4167,[Ca].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],0,1,0.4951954623079604,false_positive,unusual_metal,random_forest
co2_capture,3196,[Cu].[Cu]Br.[Mn].[O-]C(=O)C(C(=O)[O-])(O)[O].[O-]C(=O)C(C(=O)[O-])([O])O,0,1,0.28073237354414216,false_positive,multiple_linker_fragments,random_forest
co2_capture,5697,[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[O]12[Ho]345[O]6[Ho]782[O]29%105[Ho]5%111[O]4[Ho]149[O]3[Ho]362[O]8[Ho]%10([O]51)([O]7%11)[O]43,0,1,0.2591075230561809,false_positive,unusual_metal,random_forest
co2_capture,6018,[Mn].[O-]C(=O)c1ccc(nc1)c1cc(ccc1C(=O)[O-])C(=O)O,0,1,0.4482339397360511,false_positive,unexplained,random_forest
co2_capture,4915,[Dy][Dy].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5062693788022197,false_positive,unusual_metal,random_forest
co2_capture,2277,[Cd].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,0,1,0.38409612819521394,false_positive,unexplained,random_forest
co2_capture,4278,CC(c1cccc(c1OP(=O)([O])[O])C(C)C)C.[O-][n+]1ccc(cc1)c1ccncc1.[Zn],0,1,0.22035315470550818,false_positive,multiple_linker_fragments,random_forest
co2_capture,5982,[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn].n1ccn(c1)c1ccc(cc1)C1=NN=N[N]1,0,1,0.27944463813942905,false_positive,multiple_linker_fragments,random_forest
co2_capture,276,[Cd].[O]N(N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.33312050532442566,false_positive,unexplained,random_forest
co2_capture,760,[Fe].[O-]C(=O)C(=O)[O-],0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,2122,[Nd].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.6078608150655782,false_positive,unexplained,random_forest
co2_capture,7564,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,3,[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O].[Tb],0,1,0.2992924303516291,false_positive,out_of_domain_linker_size,random_forest
co2_capture,6904,[Cd].[O-]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,0,1,0.22646519547793817,false_positive,out_of_domain_linker_size,random_forest
co2_capture,2338,[Fe].[O-]C(=O)C(=O)[O-].[O][As]([O])[O].[O][As][O],0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,6065,Cl[Mn].N1=NN=C([N]1)c1ccc(cc1)C1=NN=N[N]1,0,1,0.3066481991180054,false_positive,unexplained,random_forest
co2_capture,6129,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)P(=O)([O])[O])C(=O)[O-].[Zn],0,1,0.23193910860947353,false_positive,unexplained,random_forest
co2_capture,6349,[Eu].[O-]C(=O)C(=O)[O-],0,1,0.3735396397855842,false_positive,unexplained,random_forest
co2_capture,6177,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O],0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,5928,[Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O],0,1,0.2649281419599953,false_positive,unexplained,random_forest
co2_capture,1064,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],0,1,0.2268930574754429,false_positive,unexplained,random_forest
co2_capture,5739,[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-],0,1,0.39257385693703734,false_positive,unexplained,random_forest
co2_capture,5442,[Fe].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],0,1,0.29377583655342004,false_positive,unexplained,random_forest
co2_capture,1510,[Eu].[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O],0,1,0.30926411854713415,false_positive,out_of_domain_linker_size,random_forest
co2_capture,1243,CC1=Nc2n(C(=O)[CH]1)ncn2.[Cd],0,1,0.2782663511220697,false_positive,unexplained,random_forest
co2_capture,2121,[Gd].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.510970817301494,false_positive,unexplained,random_forest
co2_capture,3821,Cc1c(Cn2cnc3c2cccc3)c(C)c(c(c1Cn1cnc2c1cccc2)C)Cn1cnc2c1cccc2.Cl[Mn]Cl,0,1,0.3166856215976229,false_positive,unexplained,random_forest
co2_capture,868,N1=CC=N[N]1.[CH]1C=NN=N1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],1,0,0.17615283519780495,false_negative,multiple_linker_fragments,random_forest
co2_capture,2009,[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Yb],0,1,0.38470674566177465,false_positive,unusual_metal,random_forest
co2_capture,6093,[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].n1ccc(cc1)C(C(c1ccncc1)Cc1ccncc1)Cc1ccncc1,1,0,0.15610274209091687,false_negative,multiple_linker_fragments,random_forest
co2_capture,759,[Ni].[O-]C(=O)C(=O)[O-],0,1,0.266197600617927,false_positive,unexplained,random_forest
co2_capture,6099,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O],0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,333,[Ho][Ho].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5005302876164068,false_positive,unusual_metal,random_forest
co2_capture,1694,[O-]C(=O)c1ccc(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-].[OH].[Zn],0,1,0.2397221030774197,false_positive,unexplained,random_forest
co2_capture,2722,[In].[O-]C(=O)C(=O)[O-].[OH],0,1,0.24216772046021073,false_positive,unusual_metal,random_forest
co2_capture,1429,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Sc],0,1,0.43846204213863327,false_positive,unusual_metal,random_forest
co2_capture,2296,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Yb].[Yb][Yb],0,1,0.38348906670006033,false_positive,unusual_metal,random_forest
co2_capture,3023,[Ni][OH]1[Ni][OH]([Ni]1)[Ni].[O-]C(=O)c1cc(C(=O)[O-])c(nc1C)C.[O-]C(=O)c1ccncc1,0,1,0.23590553156511276,false_positive,multiple_linker_fragments,random_forest
co2_capture,7282,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Tb],0,1,0.3440570399538508,false_positive,out_of_domain_linker_size,random_forest
co2_capture,6353,[Ho].[O-]C(=O)C(=O)[O-],0,1,0.3190728192805747,false_positive,unusual_metal,random_forest
co2_capture,7663,[Cd].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],1,0,0.19466092585338932,false_negative,unexplained,random_forest
co2_capture,3635,[O-]C(=O)c1cccc(c1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)C(=O)[O-])C=C3)c1cccc(c1)C(=O)O)[nH]2)c1cccc(c1)C(=O)[O-].[Pr],0,1,0.4027686264862494,false_positive,unusual_metal,random_forest
co2_capture,4433,[Ga].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.25231917945493704,false_positive,unusual_metal,random_forest
co2_capture,5773,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Yb].[Yb][Yb],0,1,0.38348906670006033,false_positive,unusual_metal,random_forest
co2_capture,3458,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],1,0,0.17907443907480863,false_negative,multiple_linker_fragments,random_forest
co2_capture,3862,[Cu].c1cnc2c(n1)c1nccnc1c1c2nccn1,1,0,0.1287117921194765,false_negative,unexplained,random_forest
co2_capture,6273,[In][O]([In])[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O][C][O],0,1,0.21644100034088637,false_positive,unusual_metal,random_forest
co2_capture,2582,[Ga].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])[O],0,1,0.25231917945493704,false_positive,unusual_metal,random_forest
co2_capture,2240,N#C[C](c1c2[N]S[N]c2c(c2c1nsn2)[C](C#N)C#N)C#N.[Ru][Ru],0,1,0.23242005590900233,false_positive,unusual_metal,random_forest
co2_capture,2514,CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Zn],0,1,0.22027349428604884,false_positive,unexplained,random_forest
co2_capture,5740,[Mn].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.5006285347771002,false_positive,unexplained,random_forest
co2_capture,458,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Yb][O]([Yb])[Yb],0,1,0.3072855884428625,false_positive,unusual_metal,random_forest
co2_capture,7664,[Cd].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],1,0,0.19466092585338932,false_negative,unexplained,random_forest
co2_capture,416,[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],0,1,0.2662297026679425,false_positive,unexplained,random_forest
co2_capture,5665,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],0,1,0.2268930574754429,false_positive,unexplained,random_forest
co2_capture,5990,[Ni][O]([Ni])[Ni].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.22719545271896596,false_positive,unexplained,random_forest
co2_capture,7506,COc1cc2OCCSCCSCCSCCOc3c4cc(C(c2cc1C(CC)c1cc2c(cc1OCCSCCSCCSCCOc1c(C2CC)cc(C4CC)c(c1)OC)OC)CC)c(OC)c3.[Ag].[Ag][Ag].[CH2]SCCOc1cc(OC)c2cc1C(CC)c1cc3c(cc1OC)OCCSCCSCCSCCOc1c(C(c4cc(C2CC)c(OCCS[CH2])cc4OC)CC)cc(C3CC)c(OC)c1,0,1,0.2934849158452031,false_positive,out_of_domain_linker_size,random_forest
co2_capture,2290,[Ba].[Ba][OH2][Ba].[Ba][OH2][Ba][OH2][Ba].[O-]C(=O)c1cccc(c1c1c(cccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],0,1,0.5962623557811639,false_positive,unusual_metal,random_forest
co2_capture,4740,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,4989,[Dy].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)CN1[CH]C=C(C=C1)C1=C[CH]N(C=C1)Cc1ccc(cc1)C(=O)[O-],0,1,0.5029482158042957,false_positive,unusual_metal,random_forest
co2_capture,4325,[Cd].[Fe].[O]c1c(C=NCCN=Cc2cc(OCc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2[O])C(C)(C)C)cc(cc1C(C)(C)C)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.2779658360969158,false_positive,unexplained,random_forest
co2_capture,6351,[O-]C(=O)C(=O)[O-].[Tb],0,1,0.31887320530098423,false_positive,unexplained,random_forest
co2_capture,5188,[Fe].[Na].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.4652183786666631,false_positive,unexplained,random_forest
co2_capture,6893,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1,0,0.19058132570241507,false_negative,unexplained,random_forest
co2_capture,1509,[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O].[Sm],0,1,0.31947515685347044,false_positive,unusual_metal,random_forest
co2_capture,4021,COc1cc(ccc1c1ccc(cc1OC)C(=O)[O-])C(=O)[O-].[Gd].[O-]C=O,0,1,0.3670431820039617,false_positive,multiple_linker_fragments,random_forest
co2_capture,7092,[Zn].n1ncn(c1)[N][N]n1cnnc1,0,1,0.2275195638523831,false_positive,unexplained,random_forest
co2_capture,5860,N#C[N]C#N.[Zn].n1ccc(cc1)CCc1ccncc1,0,1,0.2630636077402855,false_positive,multiple_linker_fragments,random_forest
co2_capture,4901,[O].[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O].[Sm].[V][V],0,1,0.34976640299301526,false_positive,unusual_metal,random_forest
co2_capture,6995,[Cr][O]([Cr])[Cr].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=[C][C]=C([C]=[C]1)C(=O)[O-],0,1,0.22189618649316345,false_positive,unusual_metal,random_forest
co2_capture,5342,[In].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.2774590652696142,false_positive,unusual_metal,random_forest
co2_capture,2244,[Er].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.5846627158534295,false_positive,unusual_metal,random_forest
co2_capture,2553,[Ca].[O-]C(=O)C.[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5451206586104447,false_positive,unusual_metal,random_forest
co2_capture,2002,[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Sm],0,1,0.37923619025262745,false_positive,unusual_metal,random_forest
co2_capture,165,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn],0,1,0.2214794329553322,false_positive,unexplained,random_forest
co2_capture,2004,[Ag].[Gd].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,1,0.3405892907343166,false_positive,multiple_linker_fragments,random_forest
co2_capture,4886,NCCCCCN.[C]#N.[Cd].[Ni],0,1,0.33524440128453376,false_positive,multiple_linker_fragments,random_forest
co2_capture,1437,[Cu].n1ccc(cc1)CCc1ccncc1,1,0,0.0657829611910283,false_negative,unexplained,random_forest
co2_capture,6107,[Dy].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.6908022512648909,false_positive,unusual_metal,random_forest
co2_capture,1585,[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[O]12[Dy]345[OH]6[Dy]782[O]29%105[Dy]5%111[OH]4[Dy]149[OH]3[Dy]362[OH]8[Dy]%10([OH]51)([OH]7%11)[O]43,0,1,0.27157350265556784,false_positive,unusual_metal,random_forest
co2_capture,7032,[O-]C(=O)c1ccc(cc1)c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Pb],0,1,0.40494855380943445,false_positive,unusual_metal,random_forest
co2_capture,1661,[K].[O-]C(=O)C(=O)[O-].[U],0,1,0.3167027843563442,false_positive,unusual_metal,random_forest
co2_capture,1373,[In].[O-]C(=O)C(=O)[O-],0,1,0.24216772046021073,false_positive,unusual_metal,random_forest
co2_capture,2126,[Dy].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5418713026119267,false_positive,unusual_metal,random_forest
co2_capture,6106,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Sm],0,1,0.755590769646071,false_positive,unusual_metal,random_forest
co2_capture,5861,[Gd].[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O],0,1,0.2763607895987376,false_positive,out_of_domain_linker_size,random_forest
co2_capture,5143,[Cd].[O-]C(=O)C(O)C.[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.28448318487410773,false_positive,multiple_linker_fragments,random_forest
co2_capture,1480,[Co][OH2][Co][OH2][Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-],0,1,0.36904187076530875,false_positive,unexplained,random_forest
co2_capture,4159,[Er].[O-]C(=O)C(=O)[O-],0,1,0.40681643281415514,false_positive,unusual_metal,random_forest
co2_capture,3901,CN(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[C]N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Li],0,1,0.3440748013146266,false_positive,unusual_metal,random_forest
co2_capture,4505,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,6670,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,6314,[O-]C(=O)C(=O)[O-].[Zn],0,1,0.25459032451226066,false_positive,unexplained,random_forest
co2_capture,6717,[Gd].[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.5601399349426178,false_positive,unexplained,random_forest
co2_capture,7171,[Ca].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],0,1,0.4951954623079604,false_positive,unusual_metal,random_forest
co2_capture,3568,[Eu].[O-]C(=O)C(=O)[O-],0,1,0.3735396397855842,false_positive,unexplained,random_forest
co2_capture,7170,[Ca].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],0,1,0.4951954623079604,false_positive,unusual_metal,random_forest
co2_capture,386,[Fe].n1ncn(c1)[N][N]n1cnnc1,0,1,0.22196286764794815,false_positive,unexplained,random_forest
co2_capture,2050,[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O].[Zn],0,1,0.25459032451226066,false_positive,unexplained,random_forest
co2_capture,4289,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,1729,[La][OH][La].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5210186874766378,false_positive,unexplained,random_forest
co2_capture,5352,[Cd].[O-]C(=O)c1sc(c2c1OCCO2)C(=O)[O-].n1ccc(cc1)c1ccncc1,0,1,0.32368979862997005,false_positive,multiple_linker_fragments,random_forest
co2_capture,2233,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)[O],0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,6105,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Tb],0,1,0.7060185435921035,false_positive,unexplained,random_forest
co2_capture,64,[Gd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,1,0.44276878253615815,false_positive,unexplained,random_forest
co2_capture,1597,Cc1c(cc(c(c1c1c([O])c(cc(c1C)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(C)(C)C)[O])C(C)(C)C)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Dy].[Na],0,1,0.4210396367896686,false_positive,unusual_metal,random_forest
co2_capture,6675,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,2125,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Tb],0,1,0.5290907582431902,false_positive,unexplained,random_forest
co2_capture,1316,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)CC12CC3CC(C1)CC(C2)(C3)CC(=O)[O-],0,1,0.304128579501708,false_positive,multiple_linker_fragments,random_forest
co2_capture,436,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,3130,[C]1N=NN=N1.[N]1N=N[C]=N1.[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O].[Zn],1,0,0.2123085673245663,false_negative,multiple_linker_fragments,random_forest
co2_capture,6665,C1=N[N]C=N1.[Cu].[N]1C=NN=C1,1,0,0.10507280063008316,false_negative,multiple_linker_fragments,random_forest
co2_capture,5907,[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[Zn],1,0,0.17603790304045408,false_negative,unexplained,random_forest
co2_capture,877,[O-]C(=O)C(=O)[O-].[Yb],0,1,0.32843208458292616,false_positive,unusual_metal,random_forest
co2_capture,2840,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,2686,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.2365895771597819,false_positive,unexplained,random_forest
co2_capture,7360,[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-].[Yb]12[OH]3[Yb]4[OH]2[Yb]2[OH]1[Yb]3[OH]42,0,1,0.3420836982400064,false_positive,unusual_metal,random_forest
co2_capture,5544,[Na]O[Na]O[Na].[O]S(c1cc[n+](c(c1)c1cc(cc[n+]1[O-])S([O])([O])[O])[O-])([O])[O].[Tb],0,1,0.33915184571030216,false_positive,unusual_metal,random_forest
co2_capture,4509,Cc1c(CP(=O)(O)[O])c(C)c(c(c1CP(=O)(O)[O])C)CP(=O)(O)[O].Cc1c(CP(=O)(O)[O])c(C)c(c(c1CP(=O)(O)[O])C)CP(=O)([O])O.Cc1c(CP(=O)(O)[O])c(C)c(c(c1CP(=O)([O])O)C)CP(=O)([O])O.[Al],0,1,0.28507317653024317,false_positive,out_of_domain_linker_size,random_forest
co2_capture,1478,[Ni][OH2][Ni][OH2][Ni].[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-],0,1,0.28881284800141,false_positive,unexplained,random_forest
co2_capture,5027,[K].[K][K].[Na].[O-]C(=O)C(=O)[O-].[O].[O]P(=O)([O])[O].[Sm].[W],0,1,0.2475841793244636,false_positive,unusual_metal,random_forest
co2_capture,6876,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(ccc1C(=O)[O-])C(=O)[O-].[Zn],0,1,0.3026173321814135,false_positive,unexplained,random_forest
co2_capture,5540,[Ga].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.25231917945493704,false_positive,unusual_metal,random_forest
co2_capture,4941,[Mn][O]([Mn])[Mn].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,1,0.37757041019694526,false_positive,out_of_domain_linker_size,random_forest
co2_capture,2313,[Dy].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],0,1,0.5030991023135694,false_positive,unusual_metal,random_forest
co2_capture,2411,N1=NN=C([N]1)c1ccc(cc1)C1=NN=N[N]1.[Cd],1,0,0.17868528642067985,false_negative,unexplained,random_forest
co2_capture,517,C(Cn1cncc1)CCn1cncc1.[Cd].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],1,0,0.20804285828057972,false_negative,multiple_linker_fragments,random_forest
co2_capture,6669,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,1111,[Mg].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O],0,1,0.4974599764406699,false_positive,unexplained,random_forest
co2_capture,6524,[In].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)P(=O)([O])[O])C(=O)[O-],0,1,0.2826323423172302,false_positive,unusual_metal,random_forest
co2_capture,3633,[La].[O-]C(=O)c1cccc(c1)C1=C2C=CC(=C(c3cccc(c3)C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1cccc(c1)C(=O)[O-])[N]4)c1cccc(c1)C(=O)[O-])C=C3)[N]2,0,1,0.41810217782468506,false_positive,out_of_domain_linker_size,random_forest
co2_capture,3747,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.33313355078383233,false_positive,unusual_metal,random_forest
co2_capture,2960,[La].[O-]C(=O)C(=O)[O-],0,1,0.36546588602002744,false_positive,unexplained,random_forest
co2_capture,6341,[O-]C(=O)C(=O)[O-].[Yb],0,1,0.32843208458292616,false_positive,unusual_metal,random_forest
co2_capture,7711,[Cu].[Eu].[O-]C(=O)c1ccccc1C(=O)[O-].[O-]C(=O)c1ccncc1,0,1,0.22254840627697373,false_positive,multiple_linker_fragments,random_forest
